townland,county,entity_id,class_code,monument_type,latitude,longitude,web_notes,website_link
Carrigaphooca,Cork,CO10002,MUSC,Stone circle - multiple-stone,51.909622,-9.025014,"In flat pasture, c. 300m NW of confluence of Foherish and Sullane Rivers. Three stones survive indicating diameter of at least 5.5m. Orthostats are 1m L, 0.3m to 0.4m T and 0.75m to 2m H. Not possible to determine number of stones originally forming circle. (O Nualláin 1984a, 15, no. 11)The above description is derived from the published 'Archaeological Inventory of County Cork. Volume 3: Mid Cork' (Dublin: Stationery Office, 1997). In certain instances the entries have been revised and updated in the light of recent research.Date of upload/revision: 14 January 2009", https://maps.archaeology.ie/HistoricEnvironment/?SMRS=CO070-035----
Teergay,Cork,CO10085,MUSC,Stone circle - multiple-stone,51.872896,-9.029552,"In low-lying flat arable land, on W side of Lee River. Circle incomplete; may have consisted of nine stones. Seven erect stones and single prostrate stone remain; these include axial stone and entrance stones. Orthostats are 0.8m to 1.1m L, 0.4m to 0.6m T and 0.5m to 1m H. Internal measurement along main axis, aligned NE-SW, is c. 7.2m. (O Nualláin 1984a, 15, no. 2)  The above description is derived from the published 'Archaeological Inventory of County Cork. Volume 3: Mid Cork' (Dublin: Stationery Office, 1997). In certain instances the entries have been revised and updated in the light of recent research.  Date of upload/revision: 14 January 2009", https://maps.archaeology.ie/HistoricEnvironment/?SMRS=CO070-108----
Knockavullig,Cork,CO10189,FISC,Stone circle - five-stone,51.882099,-8.830921,"On level tract, in rolling pasture on SW side of Kame River valley. Circle complete; W entrance stone and E side stone are prostrate. Orthostats are 1m to 2m L, 0.3m to 0.9m T and 0.8m to 1.1m H. Estimated internal measurement along main axis, aligned NNE-SSW, is c. 2.3m. Five-stone circle (6468) stands 250m to NE. (O Nualláin 1984a, 38, no. 72)  The above description is derived from the published 'Archaeological Inventory of County Cork. Volume 3: Mid Cork' (Dublin: Stationery Office, 1997). In certain instances the entries have been revised and updated in the light of recent research.  Date of upload/revision: 14 January 2009", https://maps.archaeology.ie/HistoricEnvironment/?SMRS=CO071-068----
Rosnascalp,Cork,CO10231,FISC,Stone circle - five-stone,51.886378,-8.899334,"In rolling pasture, on N side and in bend of River Lee. Circle complete; W entrance stone and E side stone are fallen. Orthostats are 0.9m to 1.6m L, 0.45m to 0.7m T and 0.6m to 0.9m H. Internal measurement along main axis, aligned N-S, is c. 3m. (O Nualláin 1984a, 37, no. 70)  The above description is derived from the published 'Archaeological Inventory of County Cork. Volume 3: Mid Cork' (Dublin: Stationery Office, 1997). In certain instances the entries have been revised and updated in the light of recent research.  Date of upload/revision: 14 January 2009", https://maps.archaeology.ie/HistoricEnvironment/?SMRS=CO071-100----
Knockavullig,Cork,CO10238,FISC,Stone circle - five-stone,51.884213,-8.829362,"On terrace of N-facing slope on S side of Kame River valley. Circle complete; axial and two side stones prostrate. N entrance stone, leaning markedly to S, is 1.5m L, 0.6m T and 1.1m H. S entrance stone is 1m L, 0.5mT and 0.9m H. Interior of circle dug out (D 0.4m). Estimated measurement along main axis, aligned E-W, is c. 3m. Five-stone circle (6467) 250m to SW. (O Nualláin 1984a, 38, no. 71)  The above description is derived from the published 'Archaeological Inventory of County Cork. Volume 3: Mid Cork' (Dublin: Stationery Office, 1997). In certain instances the entries have been revised and updated in the light of recent research.  Date of upload/revision: 14 January 2009", https://maps.archaeology.ie/HistoricEnvironment/?SMRS=CO071-106----
Coolaclevane,Cork,CO11360,MUSC,Stone circle - multiple-stone,51.823885,-9.034672,"On heathy bogland plateau, overlooking Lee River valley to N. Circle incomplete. Early account indicates circle of nine stones with two further stones set beyond entrance to form short passage; these are now missing. Five erect and three prostrate slabs survive, including inner entrance stones and axial stone. Orthostats are 0.9m to 1.3m L, 0.4m to 0.75m T and 0.5 to 0.9m H. Internal measurement along main axis, aligned ENE-WSW, is 7.5m. (O Nualláin 1984a, 15, no. 13)  The above description is derived from the published 'Archaeological Inventory of County Cork. Volume 3: Mid Cork' (Dublin: Stationery Office, 1997). In certain instances the entries have been revised and updated in the light of recent research.  Date of upload/revision: 14 January 2009", https://maps.archaeology.ie/HistoricEnvironment/?SMRS=CO082-066----
Knocknaneirk,Cork,CO11526,FISC,Stone circle - five-stone,51.818066,-8.913508,"On top of hill on N side of Bride River valley. Circle complete; partly incorporated in field fence. Orthostats are 1.1m to 1.7m L, 0.6m to 1.1m T and 0.9m to 1.6m H. Internal measurement along main axis, aligned NNE-SSW, is c. 3.3m. (Ó Nualláin 1984a, 39, no. 75)  The above description is derived from the published 'Archaeological Inventory of County Cork. Volume 3: Mid Cork' (Dublin: Stationery Office, 1997). In certain instances the entries have been revised and updated in the light of recent research.  Date of upload/revision: 14 January 2009", https://maps.archaeology.ie/HistoricEnvironment/?SMRS=CO083-085002-
Currabeha (Muskerry West By.),Cork,CO11557,MUSC,Stone circle - multiple-stone,51.828343,-8.855785,"On hilltop, in rolling pasture land. Circle incomplete; appears to have consisted of nine or perhaps eleven stones. Five erect stones and number of prostrate slabs survive, including probable entrance stones. Orthostats are 0.8m to 1.2m L, 0.5m to 0.7m T and 0.5m to 0.9m H. Internal diameter of circle is c. 7m. Multiple-stone circle (CO083-110----) 320m to SSE. (Ó Nualláin 1984a, 16, no. 14)  The above description is derived from the published 'Archaeological Inventory of County Cork. Volume 3: Mid Cork' (Dublin: Stationery Office, 1997). In certain instances the entries have been revised and updated in the light of recent research.  Date of upload/revision: 14 January 2009", https://maps.archaeology.ie/HistoricEnvironment/?SMRS=CO083-109002-
Currabeha (Muskerry West By.),Cork,CO11558,MUSC,Stone circle - multiple-stone,51.825741,-8.853864,"In rolling pasture land, on SE-facing slope of Bride River valley. Circle incomplete; may have consisted of thirteen stones. Ten erect stones and three prostrate slabs survive, including axial stone and entrance stones. Orthostats are 0.7m to 2m L, 0.4m to 0.8m T and 0.5m to 1.4m H. Internal measurement along main axis, aligned NNE-SSW, is 8.8m. Quartz block (H 0.6m; 0.7m x 0.4m) stands within circle just E of main axis. Multiple-stone circle (CO083-109002-) stands 320m to NNW. (Ó Nualláin 1984, 16, no. 15)  The above description is derived from the published 'Archaeological Inventory of County Cork. Volume 3: Mid Cork' (Dublin: Stationery Office, 1997). In certain instances the entries have been revised and updated in the light of recent research.  Date of upload/revision: 14 January 2009", https://maps.archaeology.ie/HistoricEnvironment/?SMRS=CO083-110----
Bellmount Upper,Cork,CO11567,FISC,Stone circle - five-stone,51.827352,-8.831088,"In flat pasture, on SE side of Bride River valley. Circle partly incorporated in field fence. Circle complete; orthostats are 1.1m to 1.5mL, 0.4m to 0.8m T and 0.7m to 1.2m H. Stones decrease in height from entrance to axial stone. Internal measurement along main axis, aligned NNE-SSW, is 3.4m. Five-stone circle (CO083-118----) c. 250m to ENE. (O Nualláin 1984a, 38-9, no. 74)  The above description is derived from the published 'Archaeological Inventory of County Cork. Volume 3: Mid Cork' (Dublin: Stationery Office, 1997). In certain instances the entries have been revised and updated in the light of recent research.  Date of upload/revision: 14 January 2009", https://maps.archaeology.ie/HistoricEnvironment/?SMRS=CO083-117----
Bellmount Upper,Cork,CO11568,FISC,Stone circle - five-stone,51.827895,-8.827921,"In pasture, near summit of low hill. Site overlooks five-stone circle (CO083-117----) c. 250m to WSW. Two entrance stones and S side stone erect; N sidestone prostrate and axial stone shattered. Orthostats are 0.9m to 1.5m L,0.4m to 0.6m T and 0.8m to 1.2m H. Estimated internal measurement alongmain axis, aligned E-W, is c. 3m. (O Nualláin 1984a, 38, no. 73)  The above description is derived from the published 'Archaeological Inventory of County Cork. Volume 3: Mid Cork' (Dublin: Stationery Office, 1997). In certain instances the entries have been revised and updated in the light of recent research.  Date of upload/revision: 14 January 2009", https://maps.archaeology.ie/HistoricEnvironment/?SMRS=CO083-118----
Canrooska,Cork,CO12442,FISC,Stone circle - five-stone,51.766713,-9.542856,"On bog-covered S-facing slope of S extension of Barrabog mountain. Four stones survive measuring 0.8m to 1.3m L, 0.2m T and 0.45m to 1m H; N entrance stone leans heavily inwards. Internal measurement along main axis, aligned NE-SW, is 2.3m. Part of complex also comprises of stone row (CO090-00601-) c. 4m to S and cairn (CO090-00603-) c. 11m to SSE. (Ó Nualláin 1984, 39, no. 76)  The above description is derived from the published 'Archaeological Inventory of County Cork. Volume 1: West Cork' (Dublin: Stationery Office, 1992). In certain instances the entries have been revised and updated in the light of recent research.  Date of upload/revision: 14 January 2009", https://maps.archaeology.ie/HistoricEnvironment/?SMRS=CO090-006002-
Derrynafinchin,Cork,CO12544,MUSC,Stone circle - multiple-stone,51.804302,-9.38155,"On W-facing slope near N end of narrow valley of Coomhola river. Circle incomplete, contains considerable amount of fill. May have consisted of eleven, or less likely, thirteen stones. Nine stones survive; five prostrate; indicate circle c. 8m in diameter. Orthostats are 0.8m to 1.3m L, 0.2m to 0.5m T and 0.9m H. Boulder burial (CO092-00102-) centrally placed within circle. (Ó Nualláin 1984, 16, no. 16)  The above description is derived from the published 'Archaeological Inventory of County Cork. Volume 1: West Cork' (Dublin: Stationery Office, 1992). In certain instances the entries have been revised and updated in the light of recent research.  Date of upload/revision: 14 January 2009", https://maps.archaeology.ie/HistoricEnvironment/?SMRS=CO092-001001-
Cappaboy Beg,Cork,CO12548,FISC,Stone circle - five-stone,51.796433,-9.33271,"In tillage on shoulder of SE-facing slope near head of Owvane river valley. Five stones are 0.5m to 1.1m L, 0.35m to 0.6m T and 0.6m to 0.9m H. Internal measurement along main axis, aligned NE-SW, is 2.3m. (Ó Nualláin 1984, 39, no. 77)  The above description is derived from the published 'Archaeological Inventory of County Cork. Volume 1: West Cork' (Dublin: Stationery Office, 1992). In certain instances the entries have been revised and updated in the light of recent research.  Date of upload/revision: 14 January 2009", https://maps.archaeology.ie/HistoricEnvironment/?SMRS=CO092-004----
Illane,Cork,CO12566,FISC,Stone circle - five-stone,51.780243,-9.383178,"On top of bog-covered ridge overlooking Coomhala river valley. Circle complete; stones are 0.7m to 1.2m L, 0.15m to 0.6m T and 0.8m to 1.2m H. Internal measurement along main axis, aligned NE-SW, is 2.5m. Cairn (CO092-01602-) c. 5.5m to E. (Ó Nualláin 1984, 39, no. 78)  The above description is derived from the published 'Archaeological Inventory of County Cork. Volume 1: West Cork' (Dublin: Stationery Office, 1992). In certain instances the entries have been revised and updated in the light of recent research.  Date of upload/revision: 14 January 2009", https://maps.archaeology.ie/HistoricEnvironment/?SMRS=CO092-016001-
Cousane,Cork,CO12605,FISC,Stone circle - five-stone,51.756329,-9.286711,"On low knoll at W end of Cousane gap, near head of Owngar river. Circle complete; stones are 1.1m to 2.7m L, 0.35m to 0.7m T and 0.4m to 0.7m H. Internal measurement along main axis, aligned E-W, is 3.15m. Standing stones (CO092-050---) once stood 160m to SW. (Ó Nualláin 1984, 40, no. 79; Roberts 1988, Ch. 5, no. 37)  The above description is derived from the published 'Archaeological Inventory of County Cork. Volume 1: West Cork' (Dublin: Stationery Office, 1992). In certain instances the entries have been revised and updated in the light of recent research.  Date of upload/revision: 14 January 2009", https://maps.archaeology.ie/HistoricEnvironment/?SMRS=CO092-051----
