townland,county,smrs,entity_id,objectid,class_code,monument_type,latitude,longitude,web_notes,,,,,
RATHDOONY BEG,SLIGO,SL033-039002-,SL04377,122433,BOBA,bowl-barrow,54.113899,-8.518899,"In pasture, on the spine of a N-S ridge which affords panoramic views. Part of a small barrow cemetery consisting of an adjacent ring-barrow (SL033-039003-) immediately to W and another larger bowl-barrow (SL033-039001-) c. 30m to S. This bowl-barrow consists of a conical oval grass-covered mound (diam. 9m at base; H 3.5m) enclosed by a fosse (Wth 3.3m; D 0.4m). A resistivity survey indicated the presence of an outer bank (Mount 1995a, 81). Partial excavation in 1995 (Mount 1996, 78-9) revealed that the mound was constructed of clay, silt and sand with occasional cut sods and contained an iron fragment, animal and human bones and charcoal. The mound was revetted by a single course of stone kerbing (ibid.). It was also determined that the mound was built on top of scorched earth, probably resulting from the lighting of a funeral pyre and wood from the base of the fosse was radiocarbon dated to 380-120 cal. BC, giving an Iron Age date (Mount 1998, 21). The excavation also determined that the adjacent ring-barrow (SL033-039003-) was built onto the existing bowl-barrow creating a figure-of-eight monument (ibid.).  The above description is derived from the published 'Archaeological Inventory of County Sligo' compiled by Ursula Egan, Elizabeth Byrne, Mary Sleeman with Sheila Ronan and Connie Murphy (Dublin Stationery Office, 2005).   Date of upload: 18 January 2008",,,,,
RATHDOONY BEG,SLIGO,SL033-039001-,SL04376,122989,BOBA,bowl-barrow,54.113504,-8.518802,"In undulating pasture, just off the summit of a N-S ridge which affords panoramic views. Part of a small barrow cemetery consisting of another bowl-barrow (SL033-039002-) with an adjacent ring-barrow (SL033-039003-) c. 30m to N. This bowl-barrow consists of a prominent conical grass-covered mound (diam. 24.5m x 23.5m; H 6.1m). A resistivity survey identified an extensive fosse enclosing the site (Mount 1995a, 81). Subsequent excavation in 1994 and 1995 (Mount 1996, 78-9) confirmed the presence of the fosse (Wth 6.7m; D 2.1m) and also revealed an external bank (Wth 2.4m) and a large displaced limestone boulder, probably a kerbstone. Preserved seeds from the lower fill of the fosse were radiocarbon dated to 3930-3520 cal. BC, placing the construction of the barrow in the earlier part of the Neolithic period (Mount 1998, 18).  The above description is derived from the published 'Archaeological Inventory of County Sligo' compiled by Ursula Egan, Elizabeth Byrne, Mary Sleeman with Sheila Ronan and Connie Murphy (Dublin Stationery Office, 2005).   Date of upload: 18 January 2008",,,,,
DERROON,SLIGO,SL033-049----,SL04391,122450,BOBA,bowl-barrow,54.104671,-8.514716,"In gently undulating pasture, on a slight W-facing slope. A large roughly circular dome-shaped mound (36m N-S; 40m E-W) defined by a fosse and an external earthen bank. The fosse (Wth 4.1m at base; Wth 8.95m at top) is evident all round and is densely overgrown and inaccessible E-W. The bank (int. H 0.85m to base of fosse; ext. H 1.1m) is evident all round, is incorporated into the field boundary system SE-SW and is densely overgrown and inaccessible E-W. The apex of the domed mound is slightly off-centre to S and is 4.1m higher than the top of the fosse. A disused quarry is situated outside the bank at NNE. This barrow appears to be formed around a natural hillock that has been modified to create a large earthwork. A ring-barrow (SL033-048----) lies c. 60m to SW and another (SL033-199----) c. 150m to SW.  The above description is derived from the published 'Archaeological Inventory of County Sligo' compiled by Ursula Egan, Elizabeth Byrne, Mary Sleeman with Sheila Ronan and Connie Murphy (Dublin Stationery Office, 2005).   Date of upload: 18 January 2008",,,,,
DERROON,SLIGO,SL033-050----,SL04392,122451,BOBA,bowl-barrow,54.100888,-8.514624,"In gently undulating pasture, on a slight E-facing slope. A conical grass-covered mound (diam. 9m; H 2m). A slight lip is visible around the base of the mound NNE-S, consisting of a level terrace (Wth 1.2m; ext. H 0.25m). At S the mound has been dug into revealing a compact sod layer and a shattered stone and clay core (pers. comm. J. Farrelly and M. Keane). Known locally as 'Corran'. A ring-barrow (SL033-051----) lies c. 50m to ENE.  The above description is derived from the published 'Archaeological Inventory of County Sligo' compiled by Ursula Egan, Elizabeth Byrne, Mary Sleeman with Sheila Ronan and Connie Murphy (Dublin Stationery Office, 2005).   Date of upload: 18 January 2008",,,,,
MONEYGOLD,SLIGO,SL005-003----,SL00207,118768,BOBA,bowl-barrow,54.410004,-8.512572,Situated on level summit of broad E-W orientated ridge in pasture. Circular mound (base diam. 11m; H 1.9m) of earth and stone enclosed by a berm (Wth 2.3m) with an outer stone kerb (ext. H 0.6m). A NE-SW orientated drystone field wall traverses the site slightly to NW of centre. The summit of the central mound has been truncated on either side of the field wall to form a level D-shaped level area (dims. 4.5m NE-SW; 2.8m NW-SE). The straight side of the D-shaped area is defined NE-SE by an inward facing scarped edge (H 0.6m) and the curved portion of the D-shaped area is defined by original slope of the side of the mound NE-SE. The berm encloses the central mound NE-SW is absent elsewhere. The external edge of the berm is defined by an earthen scarped edge that is best preserved NNE-SW where a discontinuous kerb of small limestone slabs and boulders survives.   Compiled by: Patrick F. O'Donovan  Date of upload: 21 April 2011,,,,,
TOBERNAVEEN,SLIGO,SL014-108----,SL01550,120088,BOBA,bowl-barrow,54.260669,-8.51127,"Timoney (1984, 323, no. 11) describes this as follows: 'The diameter of the this circular bowl-barrow, sited on flat ground, is 6m and it is 1.25m in height. The small flat top is included to the south. There no evidence for a bank or fosse.' (Bergh 1995, 185, Carrowmore 11A with references)  Compiled by: Paul Walsh  Date of upload: 27 January 2014",,,,,
BEARVAISH,SLIGO,SL039-016----,SL05481,123866,BOBA,bowl-barrow,54.059978,-8.50978,"In pasture, on a W-facing slope below the crest of a flat-topped ridge; immediately W of a road and overlooking the Owenmore River to W. An oval flat-topped earthen mound (diam. 22m; H 3m) with sloping sides. The mound has been eroded by cattle giving it a terraced appearance. It is overgrown mainly with small trees.  The above description is derived from the published 'Archaeological Inventory of County Sligo' compiled by Ursula Egan, Elizabeth Byrne, Mary Sleeman with Sheila Ronan and Connie Murphy (Dublin Stationery Office, 2005).   Date of upload: 18 January 2008",,,,,
KNOCKNASHAMMER OR CLOVERHILL,SLIGO,SL014-214----,SL01801,121150,BOBA,bowl-barrow,54.246739,-8.503442,"This barrow was excavated in 1977 by M.A. Timoney who published the following account (1987-8, 7): ‘A small tumulus, 11m in diameter and I.40m high, surrounded by a round-bottomed fosse and a slight bank, was sited on an east-west ridge on the opposite side of the road to the Cloverhill cist [SL014-211----]. Gravel excavation had removed the ridge to the east of the mound, leaving it at the top of a 15m high, gravel cliff. Some disturbance had taken place on the east side of the monument. Its pre-excavation appearance suggested that the monument had been formed by scarping the side of the high point of the gravel ridge and by levelling off its top: excavation, however, revealed that the monument was, in the main, artificially constructed. Beneath the sod, a layer of earth overlay an uneven mantle of largish stones. Beneath this was another layer of earth and an earlier mantle of largish stones, beneath which was the undisturbed glacial gravel. The two mantles of stones merged towards the edge of the mound where a well-constructed retaining wall, four to six courses high, remained at some places (elsewhere it had collapsed into the fosse). It seems possible to selectively, assign several stones to an arc formation. At the centre of the mound, in the earth cover between the two mantles of stones, two partly disarticulated burials were found, laid on a NE—SW axis in a poorly, it at all, prepared grave. One skull, that of a male of 20-30 years, was found beneath the pelvis of the lowermost skeleton while the other, that of a female of 30-40 years, was found about 30cm away from the nearest piece of bone. None of the bones of the spinal column, rib-cage, hands or feet was found. There were no accompanying grave goods nor any artifacts by which the monument can be dated.’ Macalister (Breuil and Macalister 1921-4, 5, footnote 1) records that a boulder carved with 'concentric ciclres' was on a mound to the south of the road to the south the field where the cist (SL014-211----) is located. It is possible that this may be the mound to which they refer and it may the stone that was incorporated in the outbuilding of the old school house to the south-west and subsequently removed to Sligo County musuem (see SL014-284010-) (pers. comm. M.A. Timoney). (Timoney 1984, 324, no. 15)  Compiled by: Paul Walsh  Date of upload: 23 January 2014",,,,,
GORTAROWEY,SLIGO,SL005-125----,SL00369,119041,BOBA,bowl-barrow,54.361664,-8.501461,"Situated on a slight E-facing slope in a small clearing within a mature deciduous forest. The mound has been constructed in two tiers. The top tier consists of a circular flat-topped mound (diam. top 4m; diam. base 16m) enclosed by an earthen scarp (ext. H 0.7m). The second tier, at the base of the central mound, consists of a level terrace (Wth 2.5m) enclosed by a steep scarped edge (ext. H 2.2m; Total base diam of mound 20m). At the base of the second tier is a fosse (Wth 2.95m) and an external bank (Wth 3.8m; int. H 0.45m; ext. H 0.8m). The mound has slumped down and the fosse and external bank are absent W-NNW.   Compiled by: Patrick F. O'Donovan  Date of upload: 21 April 2011",,,,,
MORTLESTOWN,LIMERICK,LI056-008----,LI05528,90879,BOBA,bowl-barrow,52.337357,-8.498693,"In pasture, immediately E of townland boundary with Sunville Upper.  Holy Well (LI056-009001-) lies 270m to the E. Depicted on the 1840 ed. OSi 6-inch map as a sub-circular raised area defined by a scarp, intersected at SE by a post-1700 field boundary running NE-SW. Shown on the 1897 ed. OSi 25-inch map as a circular mound with fosse and external bank. No surface remains visible on Digital Globe orthoimage taken between 2011-2013 or on Google Earth orthoimages. See attached Google Earth orthoimage Compiled by: Fiona Rooney Date of upload: 23 November 2021",,,,,
MOUNT TEMPLE,SLIGO,SL005-007----,SL00218,118772,BOBA,bowl-barrow,54.414218,-8.49748,Situated in gently undulating deciduous forest and now inaccessible. Recorded by a fieldworker in 1991 as a circular raised area (diam. 16m) enclosed by a fosse (Wth 4m) and an external bank of earth (Wth 5m; int. H 1m). The external bank is absent NW-NE and incorporated into modern field boundaries at E and W. The interior is domed and rises to a maximum height of 2m above the fosse at S. (SMR file). The monument is now densely overgrown with scrub rendering satisfactory inspection impossible.   Compiled by: Patrick F. O'Donovan  Date of upload: 22 April 2013,,,,,
MULLAGHCOR,SLIGO,SL033-149002-,SL04526,122565,BOBA,bowl-barrow,54.074512,-8.491531,"In the SW quadrant of a hilltop enclosure (SL033-149001-). A roughly circular grass-covered mound (diam. 6m at top; diam. 14m at base; H c. 2m). The NE portion of the mound has been disturbed by quarrying. (Condit, Gibbons and Timoney 1991, 62)  The above description is derived from the published 'Archaeological Inventory of County Sligo' compiled by Ursula Egan, Elizabeth Byrne, Mary Sleeman with Sheila Ronan and Connie Murphy (Dublin Stationery Office, 2005).   Date of upload: 18 January 2008",,,,,
GORTACLOONA,LIMERICK,LI032-242----,LI06670,91844,BOBA,bowl-barrow,52.493227,-8.474243,"On low lying wet pasture, on the floodplain of the Camoge River 170m to W, which forms a townland boundary with Ragamus. Not depicted on OSi historic maps. Monument identified by the Bruff aerial photographic survey in 1986 (Bruff 225: AP 5/2015) as a roughly circular-shaped platform defined by a fosse. Monument is visible as a roughly circular-shaped platform (21m N-S; 20m E-W) defined by a fosse, as seen on OSi orthoimage taken 2005-2012, on Digital Globe orthoimage taken 2011-2013 and on on Google Earth orthoimage taken 04/04/2013.   See attached Google Earth orthoimage and Bruff aerial survey image labelled 225  Compiled by: Alison McQueen and Vera Rahilly  Date of upload: 19 November 2020  See attached ASI aerial photograph ASIAP – 348/11 and 12  taken on 05/01/2003.",,,,,
KNOCKNAWHISHOGE,SLIGO,SL039-026----,SL05491,123875,BOBA,bowl-barrow,54.069696,-8.473568,"In pasture, on the top of a drumlin, with a view of Kesh Corann Hill in the distance to ESE. A circular mound (11.45m N-S; 10.75m E-W; H 1.75m), flat on top (diam. 3m) and enclosed at its base by a wide waterlogged fosse (Wth 4.1m; D 0.4m). There is a berm (Wth 1.25m) at the base of the mound S-N. The remains of a field boundary skirt the fosse along the N arc. The barrow is partially overgrown with gorse. Farrelly and Keane (2002, 100) noted similarities between this barrow and the stepped barrow (SL038-120001-) at Kilturra.  The above description is derived from the published 'Archaeological Inventory of County Sligo' compiled by Ursula Egan, Elizabeth Byrne, Mary Sleeman with Sheila Ronan and Connie Murphy (Dublin Stationery Office, 2005).   Date of upload: 18 January 2008",,,,,
DOOMORE (Corran By.),SLIGO,SL033-104----,SL04465,122513,BOBA,bowl-barrow,54.097883,-8.462423,"In pasture, on the top of a drumlin. A large steep-sided conical mound (diam. 21.5m; H 6m) denuded at E, exposing earth and stone. A slight depression (Wth 4m) visible at E may be the remains of a fosse. Lewis (1837, vol. 2, 189) mentioned under the parish of Kilmorgan 'several mounds of earth covering stone graves, in which bones and urns containing ashes have been found, whence it is inferred that a battle was anciently fought here' (SL033-211----). It is not known to which site or sites Lewis was referring but this bowl-barrow and the cairn (SL033-108----), also in Doomore townland, are both in the parish of Kilmorgan.  The above description is derived from the published 'Archaeological Inventory of County Sligo' compiled by Ursula Egan, Elizabeth Byrne, Mary Sleeman with Sheila Ronan and Connie Murphy (Dublin Stationery Office, 2005).   Date of upload: 18 January 2008",,,,,
CUSH,LIMERICK,LI048-034011-,LI04907,89926,BOBA,bowl-barrow,52.381778,-8.444757,"In rough pasture, in centre of an archaeological complex (LI048-034006/042-) located on the 'Supposed Site of Temaír Erann', which was the ancient cemetery of the Ernai tribe on Slievereagh (Sliabh Riabhach) (Westropp 1919, 9; Westropp 1917-19, 179; Westropp 1918, 111). One of three possible bowl-barrows (LI048-034010/012-), within a large field system (LI048-034001-).  Ringfort (LI048-034008-) lies 50m to NE and a cist (LI048-034015-) lies 10m to SW.  Listed as 'Tumulus III' and was one of three bowl-barrows excavated by Ó Ríordáin (1940, 133-137) between 1934-5. Earthwork described as a ‘bowl-barrow’ by Ó Ríordáin which he recorded as follows; ‘There was no essential difference in structure between this mound and T[umulus] II [LI048-034012-] beyond the fact that it was slightly larger, its overall diameter being 54 feet [16.45m]. This mound had also been dug into in 1924 and when we cleared off the heavy growth of furze which covered this, though not the other tumuli, we found it possible to distinguish the mark of the earlier digging. This operation consisted of the cutting of a trench about 8 feet [2.4m] wide through the centre of the mound, though, as our sections revealed, the trench did not go down to the old ground surface under the tumulus and the digging had not been rewarded by any ""finds."" The soil had been replaced by the earlier investigators but certain irregularities in the surface of the mound marked the extent of their cutting, and the material thrown up formed a slight shoulder round the tumulus on about three-quarters of its circumference.  The sections showed the height of the tumulus above original ground level to be six feet [1.8m]. They showed plainly the cutting made in 1924, but showed also a second small disturbance which, also, did not reach original ground level. This second cutting may have been due to an earlier disturbance or may have been caused by further digging in 1924 of which we were not informed.   On the original ground level we found, over an irregular area of about 18 feet [5.5m] by 16 feet [4.87m], cremated bones and a thin layer of charcoal, evidently the site of the cremation pyre, and the remains of the burial. We have, therefore, in T[umulus] III a second example of the type of burial exemplified also in T [umulus] II, in which a tumulus was raised over the cremated remains on the site where the cremation had taken place' (ibid. 139). Monument visible as a raised circular platform or mound with traces of an external fosse on Digital Globe orthoimage taken between 2011-13 and on Google Earth othoimages.See attached plans  from Ó Ríordáin and Google Earth orthoimages.Compiled by: Fiona RooneyDate of upload: 27 August 2021",,,,,
